customer_id,first_name,last_name,total_spent,city_rank
300,JOHN,FARNSWORTH,137.69,1
95,PAULA,BRYANT,77.82,1
296,RAMONA,HALE,129.70,1
596,ENRIQUE,FORSYTHE,96.72,1
76,IRENE,PRICE,77.77,1
116,VICTORIA,GIBSON,111.73,1
275,CAROLE,BARNETT,108.70,1
180,STACY,CUNNINGHAM,98.77,1
228,ALLISON,STANLEY,92.73,1
169,ERICA,MATTHEWS,95.78,1
487,HECTOR,POINDEXTER,119.74,1
571,JOHNNIE,CHISHOLM,121.76,1
126,ELLEN,SIMPSON,117.72,1
282,JENNY,CASTRO,103.73,1
506,LESLIE,SEWARD,152.65,1
254,MAXINE,SILVA,116.68,1
262,PATSY,DAVIDSON,119.72,1
372,STEVE,MACKENZIE,158.66,1
421,LEE,HAWKS,119.73,1
135,JUANITA,MASON,110.70,1
426,BRADLEY,MOTLEY,126.73,1
524,JARED,ELY,87.81,1
157,DARLENE,ROSE,113.69,1
134,EMMA,BOYD,94.77,1
242,GLENDA,FRAZIER,140.68,1
459,TOMMY,COLLAZO,186.62,1
585,PERRY,SWAFFORD,117.76,1
78,LORI,WOOD,141.69,1
554,DWAYNE,OLVERA,101.78,1
336,JOSHUA,MARK,119.70,1
464,JEROME,KENYON,73.84,1
358,SAMUEL,MARLOW,80.79,1
410,CURTIS,IRBY,167.62,1
74,DENISE,KELLY,103.73,1
496,TYLER,WREN,88.79,1
291,TONI,HOLT,95.77,1
494,RAMON,CHOATE,140.69,1
457,BILL,GAVIN,114.72,1
540,TYRONE,ASHER,112.76,1
407,DALE,RATCLIFF,112.73,1
184,VIVIAN,RUIZ,90.77,1
227,COLLEEN,BURTON,87.76,1
11,LISA,ANDERSON,106.76,1
62,JOAN,COOPER,84.77,1
148,ELEANOR,HUNT,216.54,1
22,LAURA,RODRIGUEZ,113.78,1
498,GENE,SANBORN,97.73,1
273,PRISCILLA,LOWE,157.65,1
269,CASSANDRA,WALTERS,129.70,1
266,NORA,HERRERA,118.72,1
217,AGNES,BISHOP,98.77,1
2,PATRICIA,JOHNSON,128.73,1
418,JEFF,EAST,107.70,1
319,RONALD,WEINER,132.70,1
425,FRANCIS,SIKES,104.74,1
345,CARL,ARTIS,106.77,1
243,LYDIA,BURKE,82.76,1
303,WILLIAM,SATTERFIELD,100.74,1
178,MARION,SNYDER,194.61,1
331,ERIC,ROBERT,122.73,1
522,ARNOLD,HAVENS,167.67,1
549,NELSON,CHRISTENSON,77.80,1
258,MYRTLE,FLEMING,110.76,1
354,JUSTIN,NGO,129.64,1
546,KELLY,KNOTT,103.75,1
1,MARY,SMITH,118.68,1
356,GERALD,FULTZ,121.70,1
423,ALFRED,CASILLAS,120.74,1
567,ALFREDO,MCADAMS,85.80,1
185,ROBERTA,HARPER,84.77,1
424,KYLE,SPURLOCK,110.70,1
485,CLYDE,TOBIAS,115.71,1
292,MISTY,LAMBERT,118.73,1
378,EUGENE,CULPEPPER,71.81,1
25,DEBORAH,WALKER,115.71,1
238,NELLIE,GARRETT,94.79,1
29,ANGELA,HERNANDEZ,140.64,1
68,NICOLE,PETERSON,94.78,1
119,SHERRY,MARSHALL,153.66,1
195,VANESSA,SIMS,86.81,1
502,BRETT,CORNWELL,138.66,1
82,KATHRYN,COLEMAN,130.74,1
87,WANDA,PATTERSON,145.70,1
449,OSCAR,AQUINO,99.80,1
518,GABRIEL,HARDER,111.74,1
176,JUNE,CARROLL,173.63,1
127,ELAINE,STEVENS,107.76,1
544,CODY,NOLEN,98.78,1
443,FRANCISCO,SKIDMORE,98.78,1
490,SAM,MCDUFFIE,117.76,1
562,WALLACE,SLONE,109.75,1
86,JACQUELINE,LONG,148.67,1
314,GEORGE,LINTON,131.67,1
145,LUCILLE,HOLMES,108.72,1
335,GREGORY,MAULDIN,78.77,1
381,BOBBY,BOUDREAU,106.65,1
583,MARSHALL,THORN,117.77,1
16,SANDRA,MARTIN,118.72,1
556,ARMANDO,GRUBER,83.79,1
83,LOUISE,JENKINS,101.75,1
215,JESSIE,BANKS,91.74,1
146,JAMIE,RICE,139.71,1
477,DAN,PAINE,109.78,1
431,JOEL,FRANCISCO,95.77,1
511,CHESTER,BENNER,99.76,1
597,FREDDIE,DUGGAN,99.75,1
493,BRENT,HARKINS,112.77,1
334,RAYMOND,MCWHORTER,135.70,1
187,BRITTANY,RILEY,159.72,1
306,CHARLES,KOWALSKI,138.68,1
214,KRISTIN,JOHNSTON,116.69,1
450,JAY,ROBB,89.74,1
428,HERBERT,KRUGER,78.80,1
221,BESSIE,MORRISON,132.72,1
592,TERRANCE,ROUSH,111.71,1
190,YOLANDA,WEAVER,110.73,1
279,DIANNE,SHELTON,135.69,1
312,MARK,RINEHART,104.74,1
320,ANTHONY,SCHWAB,71.80,1
72,THERESA,WATSON,99.70,1
213,GINA,WILLIAMSON,111.72,1
505,RAFAEL,ABNEY,97.79,1
248,CAROLINE,BOWMAN,50.85,1
385,PHILLIP,HOLM,101.74,1
287,BECKY,MILES,115.71,1
373,LOUIS,LEONE,161.65,1
405,LEONARD,SCHOFIELD,109.68,1
21,MICHELLE,CLARK,155.65,1
577,CLIFTON,MALCOLM,117.73,1
236,MARCIA,DEAN,175.58,1
548,ALLAN,CORNISH,79.81,1
164,JOANN,GARDNER,66.84,1
444,MARCUS,HIDALGO,115.70,1
350,JUAN,FRALEY,73.77,1
458,LLOYD,DOWD,66.81,1
161,GERALDINE,PERKINS,112.70,1
97,ANNIE,RUSSELL,58.82,1
249,DORA,MEDINA,107.77,1
302,MICHAEL,SILVERMAN,127.71,1
599,AUSTIN,CINTRON,83.81,1
566,CASEY,MENA,141.66,1
536,FERNANDO,CHURCHILL,117.75,1
442,LEROY,BUSTAMANTE,118.68,1
133,PAULINE,HENRY,98.73,1
139,AMBER,DIXON,113.73,1
104,RITA,GRAHAM,92.76,1
35,VIRGINIA,GREEN,129.68,1
317,EDWARD,BAUGH,114.72,1
586,KIRK,STCLAIR,64.81,1
429,FREDERICK,ISBELL,105.79,1
261,DEANNA,BYRD,107.74,1
380,RUSSELL,BRINSON,136.64,1
170,BEATRICE,ARNOLD,119.74,1
525,ADRIAN,CLARY,74.81,1
503,ANGEL,BARCLAY,115.68,1
245,COURTNEY,DAY,132.68,1
446,THEODORE,CULP,116.69,1
147,JOANNE,ROBERTSON,127.66,1
454,ALEX,GRESHAM,151.67,1
204,ROSEMARY,SCHMIDT,147.65,1
462,WARREN,SHERROD,159.67,1
231,GEORGIA,JACOBS,110.74,1
57,EVELYN,MORGAN,114.72,1
539,MATHEW,BOLIN,90.78,1
290,KRISTINA,CHAMBERS,109.72,1
288,BOBBIE,CRAIG,80.76,1
403,MIKE,WAY,166.65,1
436,TROY,QUIGLEY,144.70,1
123,SHANNON,FREEMAN,100.76,1
219,WILLIE,HOWELL,101.74,1
508,MILTON,HOWLAND,127.75,1
39,DEBRA,NELSON,141.71,1
557,FELIX,GAFFNEY,73.76,1
523,HARVEY,GUAJARDO,93.78,1
374,JEREMY,HURTADO,103.72,1
276,BRANDY,GRAVES,122.72,1
588,MARION,OCAMPO,115.71,1
201,VICKI,FIELDS,108.75,1
558,JIMMIE,EGGLESTON,135.72,1
241,HEIDI,LARSON,122.66,1
67,KELLY,TORRES,99.78,1
564,BOB,PFEIFFER,91.76,1
339,WALTER,PERRYMAN,127.70,1
12,NANCY,THOMAS,103.72,1
513,DUANE,TUBBS,148.69,1
272,KAY,CALDWELL,98.80,1
361,LAWRENCE,LAWTON,100.69,1
41,STEPHANIE,MITCHELL,118.75,1
484,ROBERTO,VU,139.70,1
521,ROLAND,SOUTH,80.77,1
497,GILBERT,SLEDGE,129.72,1
154,MICHELE,GRANT,130.70,1
324,GARY,COY,103.75,1
93,PHYLLIS,FOSTER,91.77,1
220,CHARLENE,ALVAREZ,114.73,1
514,FRANKLIN,TROUTMAN,74.78,1
465,FLOYD,GANDY,69.83,1
232,CONSTANCE,REID,95.75,1
351,JACK,FOUST,89.76,1
573,BYRON,BOX,120.71,1
550,GUY,BROWNLEE,159.68,1
456,RONNIE,RICKETTS,100.75,1
